"","stars","makeup_id","name","review_count","useful","fans","average_stars","store_name","store_stars","store_review_count","is_open","state","useful_pct","review_count_c","fans_c","store_review_count_c","useful_pct_c"
"1","3","21058","Ann",3015,176,362,3.35,"SLS Las Vegas Hotel & Casino",3,1675,"1","NV",0.0583747927031509,6.66890913513483,4.21398285450571,1.5036815980012,-0.105773778577686
"2","3","26412","Jen",2108,44724,139,3.99,"The Loose Moose",3.5,270,"1","ON",21.2163187855787,4.44643420714354,1.39220274433759,-0.803430820722468,1.41503742394541
"3","1","31009","Tram",2259,3195,363,3.97,"Kahunaville Island Restaurant",3,474,"0","NV",1.41434262948207,4.8164383021013,4.22663657697283,-0.468447949961166,-0.00830820833471863
"4","4","31009","Tram",2259,3195,363,3.97,"Ocean One Bar and Grille",3,576,"1","NV",1.41434262948207,4.8164383021013,4.22663657697283,-0.300956514580516,-0.00830820833471863
"5","4","31009","Tram",2259,3195,363,3.97,"Red Square Restaurant & Vodka Lounge",4,554,"1","NV",1.41434262948207,4.8164383021013,4.22663657697283,-0.337082118290068,-0.00830820833471863
"6","3","48897","Solomon",2582,13,170,3.58,"Kickstand Burgers & Bar",4,254,"1","NC",0.00503485670023238,5.60790401515663,1.78446814081836,-0.829703987056688,-0.109607798189536
"7","5","62911","Yi",2563,313,273,3.64,"Dandelion Market",4,493,"1","NC",0.122122512680453,5.56134720850632,3.08780155493189,-0.437248564939281,-0.101191658183123
"8","4","62911","Yi",2563,313,273,3.64,"First Food & Bar",3.5,358,"0","NV",0.122122512680453,5.56134720850632,3.08780155493189,-0.658928405884259,-0.101191658183123
"9","4","62911","Yi",2563,313,273,3.64,"Sweets Raku",4.5,749,"1","NV",0.122122512680453,5.56134720850632,3.08780155493189,-0.0168779035917649,-0.101191658183123
"10","5","62911","Yi",2563,313,273,3.64,"é by José Andrés",4.5,307,"1","NV",0.122122512680453,5.56134720850632,3.08780155493189,-0.742674123574585,-0.101191658183123
"11","4","62911","Yi",2563,313,273,3.64,"Hakkasan Nightclub",2.5,1547,"1","NV",0.122122512680453,5.56134720850632,3.08780155493189,1.29349626732744,-0.101191658183123
"12","2","62911","Yi",2563,313,273,3.64,"Malee's Thai Bistro",4,636,"1","AZ",0.122122512680453,5.56134720850632,3.08780155493189,-0.202432140827192,-0.101191658183123
"13","3","62911","Yi",2563,313,273,3.64,"The Peppermill Restaurant & Fireside Lounge",4,2518,"1","NV",0.122122512680453,5.56134720850632,3.08780155493189,2.8879490492354,-0.101191658183123
"14","4","62911","Yi",2563,313,273,3.64,"Centurion Club By American Express",4.5,353,"1","NV",0.122122512680453,5.56134720850632,3.08780155493189,-0.667138770363703,-0.101191658183123
